,country,article_name,revision_id,article_quality,population
0,Zambia,Template:ZambiaProvincialMinisters,235107991,,17700000
1,Zambia,Gladys Lundwe,757566606,Stub,17700000
2,Zambia,Mwamba Luchembe,764848643,Stub,17700000
3,Zambia,Thandiwe Banda,768166426,Start,17700000
4,Zambia,Sylvester Chisembele,776082926,C,17700000
5,Zambia,Victoria Kalima,776530837,Start,17700000
6,Zambia,Margaret Mwanakatwe,779747587,Start,17700000
7,Zambia,Nkandu Luo,779747961,Start,17700000
8,Zambia,Susan Nakazwe,779748181,Start,17700000
9,Zambia,Catherine Namugala,779748285,Start,17700000
10,Zambia,Edith Nawakwi,779748522,Start,17700000
11,Zambia,Joyce Nonde-Simukoko,779748628,Start,17700000
12,Zambia,Gladys Nyirongo,779748837,C,17700000
13,Zambia,Vera Tembo,779748931,C,17700000
14,Zambia,Ompie Nkumbula-Lieventhal,790011468,Stub,17700000
15,Zambia,Besnat Jere,791225634,Stub,17700000
16,Zambia,Esther Lungu,792296625,C,17700000
17,Zambia,Inonge Wina,794006130,Start,17700000
18,Zambia,Maureen Mwanawasa,795820299,Start,17700000
19,Zambia,First Lady of Zambia,796467991,Start,17700000
20,Zambia,Jean Kapata,797469872,Start,17700000
21,Zambia,Peter Sinkamba,799512628,Start,17700000
22,Zambia,Gwendoline Konie,803304465,Start,17700000
23,Zambia,Kenneth Kaunda,805875783,C,17700000
24,Zambia,Inonge Mbikusita-Lewanika,805993958,Start,17700000
25,Zambia,Yobert K. Shamapande,806345311,C,17700000
26,Chad,Bir I of Kanem,355319463,Stub,15400000
27,Chad,Abdullah II of Kanem,498683267,Stub,15400000
28,Chad,Salmama II of Kanem,565745353,Stub,15400000
29,Chad,Kuri I of Kanem,565745365,Stub,15400000
30,Chad,Mohammed I of Kanem,565745375,Stub,15400000
31,Chad,Kuri II of Kanem,669719757,Stub,15400000
32,Chad,Bir II of Kanem,670893206,Stub,15400000
33,Chad,Mahamat Hissene,693055898,Stub,15400000
34,Chad,Othman I,705432607,Stub,15400000
35,Chad,Alphonse Kotiga,707593108,Stub,15400000
36,Chad,Oueddei Kichidemi,708346649,Start,15400000
37,Chad,Dunama I,710675092,Stub,15400000
38,Chad,Ahmad (Kanem-Bornu king),711388267,Stub,15400000
39,Chad,Djibrine Kerallah,712971263,Stub,15400000
40,Chad,Maurice Ngangtar,712971315,Stub,15400000
41,Chad,Idriss Miskine,712971738,Stub,15400000
42,Chad,Laoukein Kourayo Médard,716886170,Stub,15400000
43,Chad,Nadji Madou,716886788,Stub,15400000
44,Chad,Noël Milarew Odingar,716891799,Start,15400000
45,Chad,Yaya Dillo Djérou,717733209,Stub,15400000
46,Chad,Acheikh Ibn-Oumar,719821590,Start,15400000
47,Chad,Quatre Sou Quatre,720066754,Stub,15400000
48,Chad,Ali Gazi,722563340,Stub,15400000
49,Chad,Mahamat Djarma Khatir,725132042,Stub,15400000
50,Chad,Dunama IX Lefiami,731749611,Stub,15400000
51,Chad,Dawud of Kanem,736550266,Stub,15400000
52,Chad,Ahmed Koulamallah,738855197,Start,15400000
53,Chad,Abbo Nassour,741369486,B,15400000
54,Chad,Abdel Kader Baba-Laddé,742213176,Stub,15400000
55,Chad,Hummay,747271475,Stub,15400000
56,Chad,Ngarlejy Yorongar,751304544,C,15400000
57,Chad,Saleh Kezabo,751380073,Stub,15400000
58,Chad,Bourkou Louise Kabo,757072468,Start,15400000
59,Chad,Brahim Koulamallah,757802238,Stub,15400000
60,Chad,Saadie Goukouni Weddeye,757842614,Start,15400000
61,Chad,Mahamoud Adam Béchir,762579466,Start,15400000
62,Chad,Kalthouma Nguembang,762816132,Stub,15400000
63,Chad,Djidingar Dono Ngardoum,764133533,Stub,15400000
64,Chad,Template:ChadPMs,768123377,Stub,15400000
65,Chad,Template:ChadPres,770535091,Stub,15400000
66,Chad,Youssouf Saleh Abbas,771052289,B,15400000
67,Chad,Koibla Djimasta,774223245,Start,15400000
68,Chad,Nassour Guelendouksia Ouaido,774223248,C,15400000
69,Chad,Joseph Brahim Seid,777478442,Stub,15400000
70,Chad,Joseph Yodoyman,777550078,Start,15400000
71,Chad,Antoine Bangui,782638002,Start,15400000
72,Chad,Ibrahim IV of Bornu,785614014,Stub,15400000
73,Chad,Hadjé Halimé,786449636,C,15400000
74,Chad,Youssouf Togoïmi,787390241,Start,15400000
75,Chad,Adoum Younousmi,787719236,Start,15400000
76,Chad,François Tombalbaye,787738541,C,15400000
77,Chad,Ahmat Hassaballah Soubiane,787910771,Stub,15400000
78,Chad,Ahmad Allam-Mi,787921293,Start,15400000
79,Chad,Laotegguelnodji Koumtog,788009613,Stub,15400000
80,Chad,Mahamat Ali Adoum,788014671,Start,15400000
81,Chad,Mahamat Saleh Annadif,788658822,C,15400000
82,Chad,Mohamed Bechir-Sow,788827248,Stub,15400000
83,Chad,Gontchomé Sahoulba,788828388,Start,15400000
84,Chad,Gabriel Lisette,788828519,Start,15400000
85,Chad,Ali II of Bornu,788999424,Stub,15400000
86,Chad,Arabi El Goni,789126126,Stub,15400000
87,Chad,Dunama Dabbalemi,789935196,Start,15400000
88,Chad,Idris Alooma,792734868,Start,15400000
89,Chad,Mahamat Nouri,792954115,FA,15400000
90,Chad,Idriss Ndele Moussa,796654025,Stub,15400000
91,Chad,Mbaydoum Simeon,796690873,Stub,15400000
92,Chad,Ngarindo Milengar,796700718,Stub,15400000
93,Chad,List of Prime Ministers of Chad,797747674,Start,15400000
94,Chad,Idriss Déby,798286150,C,15400000
95,Chad,Saleh Kebzabo,798626040,C,15400000
96,Chad,Moussa Faki,799043301,C,15400000
97,Chad,Template:Chad-politician-stub,799373925,Stub,15400000
98,Chad,Kalzeubet Pahimi Deubet,799413193,Start,15400000
99,Chad,Haroun Kabadi,799447895,Start,15400000
100,Chad,Nagoum Yamassoum,799447995,Start,15400000
101,Chad,Outel Bono,799448338,Start,15400000
102,Chad,Ahmat Acyl,799902492,C,15400000
103,Chad,Djimrangar Dadnadji,800133552,Start,15400000
104,Chad,Delwa Kassiré Koumakoye,801029539,C,15400000
105,Chad,Fidèle Moungar,801192255,C,15400000
106,Chad,Jean Alingué Bawoyeu,801192303,B,15400000
107,Chad,Emmanuel Nadingar,801573576,C,15400000
108,Chad,Roger Djikisna,801583221,Stub,15400000
109,Chad,Firmin Djidingar,801583260,Stub,15400000
110,Chad,Idris I of Kanem,802874918,Stub,15400000
111,Chad,Vice President of Chad,803166509,Stub,15400000
112,Chad,Hissène Habré,803166806,GA,15400000
113,Chad,Negue Djogo,803166989,Start,15400000
114,Chad,Wadel Abdelkader Kamougué,803167152,C,15400000
115,Chad,Félix Malloum,803167336,Start,15400000
116,Chad,Lol Mahamat Choua,803167424,C,15400000
117,Chad,Goukouni Oueddei,803167990,C,15400000
118,Chad,Albert Pahimi Padacké,803433107,C,15400000
119,Chad,List of heads of state of Chad,803812011,Start,15400000
120,Chad,Elise Loum,804773540,Start,15400000
121,Chad,Agnes Allafi,805493169,Start,15400000
122,Chad,Christine Georges Diguibaye,806337653,Stub,15400000
123,Chad,Pascal Yoadimnadji,806508985,Start,15400000
124,Chad,Aissa Koli,806616268,Start,15400000
125,Chad,Omar I of Kanem,807425129,Start,15400000
126,Zimbabwe,Template:Zimbabwe-politician-stub,391862046,Stub,14000000
127,Zimbabwe,Template:Zimbabwe-mayor-stub,444767985,Stub,14000000
128,Zimbabwe,Jabulani Dube,645408814,Stub,14000000
129,Zimbabwe,Fletcher Dulini,669981316,Stub,14000000
130,Zimbabwe,Leopold Takawira,710060929,Start,14000000
131,Zimbabwe,Tinos Rusere,710524880,Start,14000000
132,Zimbabwe,Gift Tandare,710615823,Stub,14000000
133,Zimbabwe,Engelbert Rugeje,711448400,Start,14000000
134,Zimbabwe,Max Mnkandla,711509855,Stub,14000000
135,Zimbabwe,Lovemore Matombo,711958194,Stub,14000000
136,Zimbabwe,Alfred Nikita Mangena,712004487,Stub,14000000
137,Zimbabwe,Simbi Mubako,713121927,Stub,14000000
138,Zimbabwe,Nicholas Kiti kiti,713308132,Stub,14000000
139,Zimbabwe,Aleck Gumbo,713580662,Stub,14000000
140,Zimbabwe,Jabulani Sibanda,713618917,Start,14000000
141,Zimbabwe,Cain Mathema,713726531,Stub,14000000
142,Zimbabwe,Patrick Kombayi,713740128,Stub,14000000
143,Zimbabwe,Langton Towungana,713899377,Stub,14000000
144,Zimbabwe,Eric Matinenga,714455111,Stub,14000000
145,Zimbabwe,Emmanuel Chiroto,714535045,Stub,14000000
146,Zimbabwe,Muchadeyi Masunda,714706533,C,14000000
147,Zimbabwe,David Butau,714967769,Stub,14000000
148,Zimbabwe,Thompson Samkange,715131189,Stub,14000000
149,Zimbabwe,Nomalanga Khumalo,715183334,Stub,14000000
150,Zimbabwe,Henry Dzinotyiweyi,715867004,Stub,14000000
151,Zimbabwe,Edward Raradza,716017725,Stub,14000000
152,Zimbabwe,Rekayi Tangwena,716669163,Stub,14000000
153,Zimbabwe,Sibonile Nyamudeza,717380254,Stub,14000000
154,Zimbabwe,Misheck Kagurabadza,720008799,Stub,14000000
155,Zimbabwe,Morgan Femai,721674926,Stub,14000000
156,Zimbabwe,Bybit Lydia Tsomondo,723082034,Stub,14000000
157,Zimbabwe,Kisinoti Mukwazhe,723353282,Stub,14000000
158,Zimbabwe,David Karimanzira,725242133,Stub,14000000
159,Zimbabwe,Sobusa Gula-Ndebele,726651867,Stub,14000000
160,Zimbabwe,Sylvester Nguni,726686195,Stub,14000000
161,Zimbabwe,Thamsanqa Mahlangu,726687480,Stub,14000000
162,Zimbabwe,Tichaona Mudzingwa,726687648,Stub,14000000
163,Zimbabwe,Murisi Zwizwai,726687669,Stub,14000000
164,Zimbabwe,Samuel Undenge,726688144,Stub,14000000
165,Zimbabwe,Reuben Marumahoko,726688205,Stub,14000000
166,Zimbabwe,Simon Khaya-Moyo,730764918,Stub,14000000
167,Zimbabwe,"List of candidates in the Zimbabwean parliamentary election, 2013",735498335,B,14000000
168,Zimbabwe,Jevan Maseko,736911246,Stub,14000000
169,Zimbabwe,Munacho Mutezo,738729779,Stub,14000000
170,Zimbabwe,Sesel Zvidzai,738810400,Stub,14000000
171,Zimbabwe,Samuel Sipepa Nkomo,738992625,Stub,14000000
172,Zimbabwe,Faber Chidarikire,738992871,Start,14000000
173,Zimbabwe,Willard Chiwewe,738992910,Stub,14000000
174,Zimbabwe,Martin Dinha,738992918,Stub,14000000
175,Zimbabwe,Herbert Ushewokunze,739137894,Stub,14000000
176,Zimbabwe,Nyasha Chikwinya,742899761,Start,14000000
177,Zimbabwe,Naomi Nhiwatiwa,743971092,Start,14000000
178,Zimbabwe,Bright Matonga,744753863,Stub,14000000
179,Zimbabwe,Thokozani Khuphe,747274193,Start,14000000
180,Zimbabwe,Border Gezi,748061603,Start,14000000
181,Zimbabwe,Rugare Gumbo,749496266,Start,14000000
182,Zimbabwe,George Nyandoro,750224976,Start,14000000
183,Zimbabwe,Paul Chimedza,750428952,Stub,14000000
184,Zimbabwe,Gorden Moyo,750974704,Stub,14000000
185,Zimbabwe,Daniel Shumba,753294248,Start,14000000
186,Zimbabwe,Douglas Mombeshora,755110125,Stub,14000000
187,Zimbabwe,Munyaradzi Gwisai,755337199,Start,14000000
188,Zimbabwe,Olivia Muchena,757616307,Start,14000000
189,Zimbabwe,Paurine Mpariwa,757616437,Stub,14000000
190,Zimbabwe,Sithembiso Nyoni,757617613,Stub,14000000
191,Zimbabwe,Earnest Mudzengi,757796569,Stub,14000000
192,Zimbabwe,Gift Banda,758442662,Stub,14000000
193,Zimbabwe,Wilson Kumbula,759330558,Stub,14000000
194,Zimbabwe,Paurina Mpariwa,760532029,Stub,14000000
195,Zimbabwe,Flora Buka,762630896,Stub,14000000
196,Zimbabwe,Elliot Manyika,763330074,Start,14000000
197,Zimbabwe,Diana Mitchell,764299725,Start,14000000
198,Zimbabwe,Maurice Nyagumbo,764826793,Start,14000000
199,Zimbabwe,Josiah Zion Gumede,765095810,Start,14000000
200,Zimbabwe,Edson Zvobgo,767922311,Start,14000000
201,Zimbabwe,Felix Magalela Mafa Sibanda,769519957,C,14000000
202,Zimbabwe,Tracy Mutinhiri,769876632,Stub,14000000
203,Zimbabwe,Kayisa Ndiweni,771958995,Stub,14000000
204,Zimbabwe,Enoch Dumbutshena,774026217,Stub,14000000
205,Zimbabwe,Hubert Nyanhongo,774061307,Stub,14000000
206,Zimbabwe,James Chikerema,775935799,C,14000000
207,Zimbabwe,Victoria Chitepo,776389556,Start,14000000
208,Zimbabwe,Joel Gabuza,776840034,Stub,14000000
209,Zimbabwe,Trudy Stevenson,776943338,Start,14000000
210,Zimbabwe,Joram Gumbo,777424335,Stub,14000000
211,Zimbabwe,Joseph Chinotimba,777482252,C,14000000
212,Zimbabwe,Nkululeko Sibanda,777623864,Start,14000000
213,Zimbabwe,Janet Banana,777849777,Stub,14000000
214,Zimbabwe,Lazarus Dokora,780062778,Stub,14000000
215,Zimbabwe,Lutho Tapela,782607746,Stub,14000000
216,Zimbabwe,Moven Mahachi,783298283,Stub,14000000
217,Zimbabwe,Margaret Dongo,783419906,Start,14000000
218,Zimbabwe,Sekai Holland,783637102,C,14000000
219,Zimbabwe,George Chiweshe,783919896,Start,14000000
220,Zimbabwe,Josiah Mushore Chinamano,784396785,Stub,14000000
221,Zimbabwe,Michael Bimha,784668448,Stub,14000000
222,Zimbabwe,Josiah Tongogara,786913202,C,14000000
223,Zimbabwe,Naison Ndlovu,787854175,Stub,14000000
224,Zimbabwe,Enos Mdlongwa,787854640,Stub,14000000
225,Zimbabwe,Lindiwe Majele Sibanda,788247480,Start,14000000
226,Zimbabwe,Ndabaningi Sithole,788291899,C,14000000
227,Zimbabwe,Ambrose Mutinhiri,788777043,Stub,14000000
228,Zimbabwe,Judith Todd,788792548,Start,14000000
229,Zimbabwe,Andrew Langa,789094827,Stub,14000000
230,Zimbabwe,Christopher Kuruneri,789427326,Start,14000000
231,Zimbabwe,Priscilla Misihairabwi-Mushonga,789545114,Stub,14000000
232,Zimbabwe,Swithun Mombeshora,789545179,Stub,14000000
233,Zimbabwe,Oppah Muchinguri,789545185,Stub,14000000
234,Zimbabwe,Samuel Mumbengegwi,789545206,Start,14000000
235,Zimbabwe,Chris Mushohwe,789545212,Stub,14000000
236,Zimbabwe,Giles Mutsekwa,789545214,Start,14000000
237,Zimbabwe,Francis Nhema,789545220,Stub,14000000
238,Zimbabwe,Mike Nyambuya,789545233,Stub,14000000
239,Zimbabwe,Solomon Mujuru,789898624,C,14000000
240,Zimbabwe,Ronald Penza,789948565,Stub,14000000
241,Zimbabwe,Joseph Made,789965571,Start,14000000
242,Zimbabwe,Evelyn Masaiti,790034879,Stub,14000000
243,Zimbabwe,Jessie Majome,790035057,Start,14000000
244,Zimbabwe,Theresa Makoni,790423262,Stub,14000000
245,Zimbabwe,List of Presidents of the Senate of Zimbabwe,791068367,Stub,14000000
246,Zimbabwe,Blessing Chebundo,791690130,Start,14000000
247,Zimbabwe,George Charamba,793738070,Start,14000000
248,Zimbabwe,Chenhanho Chimutengwende,793820850,Stub,14000000
249,Zimbabwe,Simon Muzenda,794934380,Start,14000000
250,Zimbabwe,Witness Mangwende,794934451,Stub,14000000
251,Zimbabwe,Nathan Shamuyarira,794934469,C,14000000
252,Zimbabwe,Joseph Makamba Busha,795007156,Start,14000000
253,Zimbabwe,Walter Chidakwa,795247525,Stub,14000000
254,Zimbabwe,Maxwell Zeb Shumba,795637625,Start,14000000
255,Zimbabwe,Henry Madzorera,795846349,Stub,14000000
256,Zimbabwe,First Lady of Zimbabwe,796477244,Stub,14000000
257,Zimbabwe,Charles Shanyurai Majange,796608492,Stub,14000000
258,Zimbabwe,Elleck Mashingaidze,796726442,Stub,14000000
259,Zimbabwe,Phillip Chiyangwa,797170378,Start,14000000
260,Zimbabwe,Chenjerai Hunzvi,797225827,C,14000000
261,Zimbabwe,Edward Chindori-Chininga,797414978,Start,14000000
262,Zimbabwe,Arthur Mutambara,797932659,C,14000000
263,Zimbabwe,Edgar Tekere,798106157,C,14000000
264,Zimbabwe,Psychology Maziwisa,798140615,C,14000000
265,Zimbabwe,Isaac Matongo,798248963,Stub,14000000
266,Zimbabwe,Julia Tukai Zvobgo,798468363,Start,14000000
267,Zimbabwe,Jameson Timba,799326094,Stub,14000000
268,Zimbabwe,Ben Ncube,799405378,Stub,14000000
269,Zimbabwe,Obedingwa Mguni,799406056,Stub,14000000
270,Zimbabwe,Denis Norman,799605293,Start,14000000
271,Zimbabwe,Japhet Ndabeni Ncube,800407734,Stub,14000000
272,Zimbabwe,Nicholas Mabodoko,800407872,Stub,14000000
273,Zimbabwe,Fay Chung,800705666,B,14000000
274,Zimbabwe,Alfred Makwarimba,801370822,Stub,14000000
275,Zimbabwe,Elphas Mukonoweshuro,801488585,Stub,14000000
276,Zimbabwe,Elton Mangoma,801497420,Start,14000000
277,Zimbabwe,Edna Madzongwe,802259324,Start,14000000
278,Zimbabwe,Fidelis Mhashu,803084855,Stub,14000000
279,Zimbabwe,Promise Mkwananzi,803579259,Start,14000000
280,Zimbabwe,Saviour Kasukuwere,804677245,Start,14000000
281,Zimbabwe,Walter Mzembi,804678140,Stub,14000000
282,Zimbabwe,Kembo Mohadi,804811059,Start,14000000
283,Zimbabwe,Learnmore Jongwe,804844902,Start,14000000
284,Zimbabwe,Lovemore Madhuku,804895632,C,14000000
285,Zimbabwe,List of Finance Ministers of Zimbabwe,804914333,Stub,14000000
286,Zimbabwe,Joice Mujuru,805993308,C,14000000
287,Zimbabwe,Ignatious Chombo,806656210,Start,14000000
288,Zimbabwe,Robert Mugabe,806814411,FA,14000000
289,Zimbabwe,Tichafa Samuel Parirenyatwa,807159774,C,14000000
290,Zimbabwe,Guy Georgias,807196681,C,14000000
291,Zimbabwe,Grace Mugabe,807337237,GA,14000000
292,Zimbabwe,Guy Clutton-Brock,807442408,Start,14000000
293,Uganda,Template:Uganda-politician-stub,391862070,Stub,44100000
294,Uganda,Template:Uganda-mayor-stub,444767727,Stub,44100000
295,Uganda,Yosia Nadiope of Busoga,655390291,Stub,44100000
296,Uganda,Patrick Mutono,684295893,Stub,44100000
297,Uganda,Stanislaus Okurut,689614169,Stub,44100000
298,Uganda,Charles Oboth Ofumbi,693292931,Start,44100000
299,Uganda,Pumla Kisosonkole,693388584,Start,44100000
300,Uganda,Francis K. Butagira,707473503,Start,44100000
301,Uganda,Otema Allimadi,708054598,Stub,44100000
302,Uganda,Omwony Ojwok,713020154,Stub,44100000
303,Uganda,Jachan Mandir Omach,715433158,Stub,44100000
304,Uganda,Onegi Obel,717146307,Start,44100000
305,Uganda,Saleh Kamba,720059752,Stub,44100000
306,Uganda,John Kabaireho,723957779,Stub,44100000
307,Uganda,Tete Chelangat,724554948,Stub,44100000
308,Uganda,Sarah Kanyike,725742962,Start,44100000
309,Uganda,Gagawala Wambuzi,726767754,Stub,44100000
310,Uganda,Julius Wandera Maganda,726918511,Stub,44100000
311,Uganda,Haruna Kasolo Kyeyune,726919678,Stub,44100000
312,Uganda,Yabezi Kiiza,736273855,Stub,44100000
313,Uganda,Semei Kakungulu,737799048,C,44100000
314,Uganda,Abu Mayanja,746946728,C,44100000
315,Uganda,Daniel Kidega,753278613,Start,44100000
316,Uganda,Eng Abner Nangwale,756457100,Stub,44100000
317,Uganda,Yowabu Magada Kawaluuko,757388522,Start,44100000
318,Uganda,Grace Kwiyucwiny,757563021,Start,44100000
319,Uganda,Mary Goretti Kitutu,757615490,Start,44100000
320,Uganda,Rukiya Chekamondo,757616921,Start,44100000
321,Uganda,Sezi Mbaguta,757617202,Start,44100000
322,Uganda,Frederick Ngobi Gume,758395750,Stub,44100000
323,Uganda,Rosemary Seninde,758567928,Start,44100000
324,Uganda,Gerald Ssendaula,759366517,C,44100000
325,Uganda,Juma Oris,759378614,Stub,44100000
326,Uganda,Godfrey Kiwanda,759877869,Stub,44100000
327,Uganda,Geoffrey Onegi Obel,760056661,Start,44100000
328,Uganda,Tom Butime,760181848,Start,44100000
329,Uganda,Dennis Galabuzi Ssozi,760184747,Start,44100000
330,Uganda,Ken Lukyamuzi,763247419,Stub,44100000
331,Uganda,Victoria Sekitoleko,766481345,C,44100000
332,Uganda,Emmanuel Otala,766665157,Start,44100000
333,Uganda,Kabakumba Masiko,770316807,C,44100000
334,Uganda,Innocent Oula,771724283,Start,44100000
335,Uganda,Isaac Mulindwa,773245217,Start,44100000
336,Uganda,Hope Mwesigye,773870932,Start,44100000
337,Uganda,Katikkiro of Buganda,774683767,Stub,44100000
338,Uganda,Daudi Cwa II of Buganda,774683907,Start,44100000
339,Uganda,Ssuuna II of Buganda,774684052,Start,44100000
340,Uganda,Kamaanya of Buganda,774684080,Start,44100000
341,Uganda,Semakookiro of Buganda,774684109,Start,44100000
342,Uganda,Jjunju of Buganda,774684124,Start,44100000
343,Uganda,Kato Kintu,774684195,Stub,44100000
344,Uganda,Chwa I of Buganda,774684228,Start,44100000
345,Uganda,Kyabaggu of Buganda,774830237,Start,44100000
346,Uganda,Kiweewa of Buganda,774831268,Start,44100000
347,Uganda,Ismael Orot,775522497,Stub,44100000
348,Uganda,James Obita,775995921,Stub,44100000
349,Uganda,Janat Mukwaya,776107670,Start,44100000
350,Uganda,Besueri Kiwanuka Lusse Mulondo,776344991,Start,44100000
351,Uganda,Jeremiah Twa-Twa,776491782,Start,44100000
352,Uganda,Joyce Kakuramatsi Kikafunda,777643576,Stub,44100000
353,Uganda,Kania Obiga,778265355,Stub,44100000
354,Uganda,Apollo Kironde,778598971,Stub,44100000
355,Uganda,Kibirige Mayanja,778840186,Start,44100000
356,Uganda,Kintu Musoke,779007768,Start,44100000
357,Uganda,Jessica Alupo,779397351,Start,44100000
358,Uganda,Rebecca Amuge Otengo,779397437,Start,44100000
359,Uganda,Syda Bbumba,779397532,Start,44100000
360,Uganda,Alintuma Nsambu,781605803,Stub,44100000
361,Uganda,Esther Mbulakubuza Mbayo,781789704,Start,44100000
362,Uganda,Abdul Nadduli,782460126,Stub,44100000
363,Uganda,Moses Kizige,782979760,Start,44100000
364,Uganda,Maria Kiwanuka,783449036,Start,44100000
365,Uganda,Elijah Mushemeza,784734768,Start,44100000
366,Uganda,Michael Lulume Bayigga,784768216,Start,44100000
367,Uganda,Deo Rwabiita,785038536,Stub,44100000
368,Uganda,Daudi Ochieng,785108122,Stub,44100000
369,Uganda,Joy Kabatsi,785339072,Start,44100000
370,Uganda,Joshua Wanume Kibedi,785862055,C,44100000
371,Uganda,Kizza Besigye,786081128,C,44100000
372,Uganda,Apolo Kagwa,786226893,C,44100000
373,Uganda,Michael Kawalya Kagwa,787306486,Stub,44100000
374,Uganda,Abed Bwanika,787410566,Start,44100000
375,Uganda,Aggrey Awori,787858057,C,44100000
376,Uganda,Aggrey Bagiire,787858062,Stub,44100000
377,Uganda,Agnes Akiror,787870163,Start,44100000
378,Uganda,Namirembe Bitamazire,788019797,Start,44100000
379,Uganda,Amon Bazira,788899061,Stub,44100000
380,Uganda,Christopher Iga,788972378,Stub,44100000
381,Uganda,Nasser Sebaggala,788972461,Start,44100000
382,Uganda,Erias Lukwago,788972566,Start,44100000
383,Uganda,Template:KampalaMayors,788972642,Stub,44100000
384,Uganda,Beatrice Wabudeya,789747515,Start,44100000
385,Uganda,Jane Aceng,789747629,C,44100000
386,Uganda,Ruth Achieng,789747664,Stub,44100000
387,Uganda,Justine Ayebazibwe,789748037,Stub,44100000
388,Uganda,Jessica Eriyo,789748269,Start,44100000
389,Uganda,Mary Karooro Okurut,789748670,Start,44100000
390,Uganda,Adrian Tibaleka,789748752,Stub,44100000
391,Uganda,Nusura Tiperu,789748782,Start,44100000
392,Uganda,Florence Nakiwala Kiyingi,789748978,Start,44100000
393,Uganda,Ruth Nankabirwa,789799593,Start,44100000
394,Uganda,Justine Lumumba Kasule,789799605,Start,44100000
395,Uganda,Idah Nantaba,789799744,C,44100000
396,Uganda,Harriet Ntabazi,789799847,Start,44100000
397,Uganda,Florence Nebanda,789799901,Start,44100000
398,Uganda,Lukia Isanga Nakadama,789799952,Start,44100000
399,Uganda,Mariam Nalubega,789799984,Start,44100000
400,Uganda,Jenipher Namuyangu,789800111,C,44100000
401,Uganda,Sarah Kataike,789800331,C,44100000
402,Uganda,Caroline Amali Okao,789800629,Start,44100000
403,Uganda,Beatrice Rwakimari,789803765,Stub,44100000
404,Uganda,Mariam Naigaga,790372580,C,44100000
405,Uganda,Rose Akol,790424964,Start,44100000
406,Uganda,Amelia Kyambadde,790428762,Start,44100000
407,Uganda,Jehoash Mayanja Nkangi,790837175,Start,44100000
408,Uganda,Joash Mayanja Nkangi,790993796,C,44100000
409,Uganda,Moses Adome,791007274,Stub,44100000
410,Uganda,Paulson Luttamaguzi,791007297,Stub,44100000
411,Uganda,Charles Engola,793154991,Start,44100000
412,Uganda,Cerinah Nebanda,793515881,Start,44100000
413,Uganda,John Ssebaana Kizito,793539141,Start,44100000
414,Uganda,Persis Namuganza,793628029,Start,44100000
415,Uganda,Christine Amongin Aporu,794194807,Start,44100000
416,Uganda,Christine Ondoa,794200311,Start,44100000
417,Uganda,Concy Aciro,795100048,Start,44100000
418,Uganda,Peace Mutuuzo,795181968,Start,44100000
419,Uganda,Patrick Kayemba,795404749,Stub,44100000
420,Uganda,Alengot Oromait,795458281,Start,44100000
421,Uganda,Beti Kamya-Turwomwe,796177970,C,44100000
422,Uganda,Abdu Katuntu,796406864,Stub,44100000
423,Uganda,Loyce Biira Bwambale,796684047,Start,44100000
424,Uganda,Mike Kennedy Sebalu,796694225,Stub,44100000
425,Uganda,Miria Matembe,796695675,Start,44100000
426,Uganda,Kalema of Buganda,796808819,Start,44100000
427,Uganda,Maria Mutagamba,796899099,Start,44100000
428,Uganda,Sarah Achieng Opendi,796991691,Start,44100000
429,Uganda,Benedicto Kiwanuka,797399615,Start,44100000
430,Uganda,Yusuf Lule,797449179,Start,44100000
431,Uganda,Miria Obote,797874277,Stub,44100000
432,Uganda,Grace Akello,798483499,Start,44100000
433,Uganda,Joyce Moriku,798506935,Start,44100000
434,Uganda,David Karubanga,799178559,Stub,44100000
435,Uganda,Peter Takirambudde,799513148,Stub,44100000
436,Uganda,Mustafa Adrisi,799651351,Stub,44100000
437,Uganda,Rose Namayanja,800003733,C,44100000
438,Uganda,Timeline of Kampala,800090136,C,44100000
439,Uganda,Dora Byamukama,800350710,Stub,44100000
440,Uganda,Kirya Balaki Kebba,800452152,C,44100000
441,Uganda,Ismail Ogama,800595514,Stub,44100000
442,Uganda,Kassiano Wadri,800595577,Stub,44100000
443,Uganda,Abraham Waligo,800900766,Stub,44100000
444,Uganda,Rebecca Kadaga,800965489,Start,44100000
445,Uganda,Emma Boona,801577218,C,44100000
446,Uganda,Augustine Nshimye,801836959,Start,44100000
447,Uganda,Ibrahim Ssemujju Nganda,801874546,Start,44100000
448,Uganda,Paulo Muwanga,802211455,Start,44100000
449,Uganda,Christopher Kibanzanga,802286792,Start,44100000
450,Uganda,Ezekiel Tenywa Wako of Busoga,802517620,Stub,44100000
451,Uganda,Robert Kyagulanyi Ssentamu,802822017,C,44100000
452,Uganda,Mariam Najjemba,802972400,Start,44100000
453,Uganda,Bernadette Olowo,803360897,Stub,44100000
454,Uganda,Monica Azuba Ntege,803417110,Start,44100000
455,Uganda,Benna Namugwanya,804317144,Start,44100000
456,Uganda,Dorothy Hyuha,804643751,Start,44100000
457,Uganda,Sam Cheptoris,804781815,Start,44100000
458,Uganda,Betty Oyella Bigombe,804829931,C,44100000
459,Uganda,Muwenda Mutebi II of Buganda,804856220,C,44100000
460,Uganda,Nabilah Naggayi Sempala,804883827,Start,44100000
461,Uganda,Charles Mayiga,804903944,Start,44100000
462,Uganda,Muteesa I of Buganda,805179937,Start,44100000
